cenario;arquivo;linha;tempo_s;politica;tarefa;jobs;misses;miss_pct;exec_min_us;exec_avg_us;exec_max_us;resp_min_us;resp_avg_us;resp_max_us;lat_inicio_max_us;jitter_avg_us;jitter_max_us;cpu_pct;evento_us;inicio_us;fim_us
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;37;15.0;CUSTOM;NAV_PLAN;5;2;40.0;4;26099.2;69463;2149;27780.2;69521;3190;1605.4;2386;0.39;14058376;14060521;14060525
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;38;15.0;CUSTOM;FAIL_SAFE;0;0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;0;0;0
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;48;20.0;CUSTOM;FUS_IMU;4000;0;0.0;2027;2068.2;2395;1923;1964.3;2291;5;103.9;106;42.889;20042128;20042024;20044384
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;49;20.0;CUSTOM;CTRL_ATT;4000;0;0.0;1352;1355.4;1419;3410;3454.3;3799;2429;75.6;371;27.916;20042024;20044414;20045767
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;50;20.0;CUSTOM;NAV_PLAN;9;4;44.444;4;29115.8;69463;62;30270.6;69521;3190;1140.2;2386;0.76;19421290;19421348;19421352
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;51;20.0;CUSTOM;FAIL_SAFE;0;0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;0;0;0
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;61;25.0;CUSTOM;FUS_IMU;5000;0;0.0;2027;2064.8;2395;1923;1961.4;4288;2242;104.3;2242;41.597;25042128;25042024;25044052
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;62;25.0;CUSTOM;CTRL_ATT;4999;1;0.02;1352;1357.3;10165;3410;3452.8;12223;2429;68.8;371;27.906;25042024;25044082;25045435
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;63;25.0;CUSTOM;NAV_PLAN;12;5;41.667;4;27288.7;69463;28;28422.0;69521;3190;1331.6;2616;0.407;24534958;24535501;24535505
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;64;25.0;CUSTOM;FAIL_SAFE;1;0;0.0;4239;4239.0;4239;4259;4259.0;4259;20;0.0;0;0.089;23019744;23019764;23024003
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;66;30.0;CUSTOM;FUS_IMU;6000;0;0.0;2027;2058.7;2395;1921;1955.2;4288;2242;104.3;2242;41.128;30042128;30042024;30044052
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;67;30.0;CUSTOM;CTRL_ATT;5999;1;0.017;1352;1356.6;10165;3410;3445.9;12223;2429;57.4;371;27.908;30042024;30044082;30045435
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;68;30.0;CUSTOM;NAV_PLAN;12;5;41.667;4;27288.7;69463;28;28422.0;69521;3190;1331.6;2616;0.0;24534958;24535501;24535505
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;69;30.0;CUSTOM;FAIL_SAFE;1;0;0.0;4239;4239.0;4239;4259;4259.0;4259;20;0.0;0;0.0;23019744;23019764;23024003
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;70;35.0;CUSTOM;FUS_IMU;7000;0;0.0;2027;2054.3;2395;1921;1950.7;4288;2242;104.2;2242;41.128;35042128;35042024;35044052
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;71;35.0;CUSTOM;CTRL_ATT;6999;1;0.014;1352;1356.1;10165;3410;3441.0;12223;2429;49.4;371;27.88;35042024;35044082;35045435
01;01_CUSTOM_PREEMPTIVO_80MHz_UNICORE.txt;72;35.0;CUSTOM;NAV_PLAN;12;5;41.667;4;27288.7;69463;28;28422.0;69521;3190;1331.6;2616;0.0;24534958;24535501;24535505
